dataset,embodiment,text
bridge,widowx,moved the pot lid to the centre of the table
bridge,widowx,move the cloth to the Centre of the table
bridge,widowx,mettre la figure vert sur le bord supérieur du tissu
bridge,widowx,place the can at the middle of the two stoves
bridge,widowx,folded the cloth from  bottom right to top left
bridge,widowx,unfold cloth from the left to the right
bridge,widowx,Place the knife on the far left edge of the table
bridge,widowx,move the blue towel to the top of the right burner
bridge,widowx,clean the box
bridge,widowx,move the yellow cloth to the top left corner of the stove
bridge,widowx,Move the knife into the silver basket
bridge,widowx,take the blue object and place between two silvered pots
bridge,widowx,put the yellow rectangular block on top of the green and red cubes
bridge,widowx,move corn to top right of stove
bridge,widowx,push the can to the bottom part of the table
bridge,widowx,Place pot on top of blue cloth.
bridge,widowx,Place the silver pan next to the yellow knife.
bridge,widowx,Moved the big can above the small can.
bridge,widowx,Moved the can to the lower right of the counter
bridge,widowx,put the green thing in the silver pan
bridge,widowx,take an orange cloth from the basket and put it in the washing machine
bridge,widowx,PUT THE SPOON IN THE TABLE
bridge,widowx,remove the cube from the tower and put it in left side of the table
bridge,widowx,move the yellow thing to left of the burner
bridge,widowx,Put the bowl between the sushi and towel.
bridge,widowx,put the object with a hole on top of the cylindre
bridge,widowx,Put the blue spoon on the orange cloth
bridge,widowx,Slide the rag to the front right corner.
bridge,widowx,Place the beetroot on the far edge of the table
bridge,widowx,Take the pot off the blue cloth and place it slightly behind the red spoon.
bridge,widowx,Move the green rectangular block in the center of the table
bridge,widowx,move the can on the left side og the table
bridge,widowx,put a red thing into the drawer
bridge,widowx,Hold the steel pan from center of the table and place it on top of black cloth.
bridge,widowx,put the yellow block on top of the blue arch
bridge,widowx,move the cloth from the upper side of the stove to the bottom right
bridge,widowx,move the green towel to the lower right side of the burner
bridge,widowx,Move the cloth directly down to the low end of table.
bridge,widowx,Lifting the green object
bridge,widowx,Moved the pot on the yellow cloth to the left
bridge,widowx,moved the blue wooden spatula to the left side of the sink
bridge,widowx,Place the blue fork in the pot
bridge,widowx,pick broccoli near vessel and keep it near to the spoon
bridge,widowx,put the silver pot on the top of the sink
bridge,widowx,move the red object below the red can
bridge,widowx,plier le tissu de haut à gauche vers le bas à droite
bridge,widowx,put the cone into the pot
bridge,widowx,move silver pot on top of the piece of cloth to the left side of the burner
bridge,widowx,move the orange towel in the right top corner of the table
bridge,widowx,move the silver pot to the right side of the right burner
bridge,widowx,Place the silver pot on the orange cloth.
bridge,widowx,push the silver lid to the bottom right of the table
bridge,widowx,Place the spoon behind the pot and right of the red object.
bridge,widowx,put the shrimp on the bottom left edge of the cloth
bridge,widowx,pick up the toy from the cloth and place on the top right of the table
bridge,widowx,Place the blue spoon on top of the orange towel
bridge,widowx,Move the corn to right of brush in front of microwave.
bridge,widowx,pick a triangle and put it on the red cube
bridge,widowx,move the cube from the red cube to the top of the cylinder
bridge,widowx,push can near sink
bridge,widowx,move red pepper to the left bottom side of the table
bridge,widowx,leave the toy on the right side of the fabric
bridge,widowx,Place the blue spoon to the left of the green towel
bridge,widowx,move the orange object to the right burner next to the red spoon
bridge,widowx,put the croissant to the right side of the table
bridge,widowx,Pick up the egg and place it on the left of the orange cloth
bridge,widowx,Pick up the broccoli and place it on the left side of the bowl
bridge,widowx,moved can to the bottom left
bridge,widowx,move the silver bowl to the bottom right corner of right burner
bridge,widowx,Move fork with the blue handle to the left of the pot.
bridge,widowx,Move the Blue cloth to the upper left side of burner
bridge,widowx,move things to base table
bridge,widowx,move metal pot to right lower corner
bridge,widowx,move silver pot lid on top of green cloth
bridge,widowx,put the red pepper on the bottom right burner
bridge,widowx,moved a silver on the right side of the table
bridge,widowx,Moving the cloth from the bottom of the table to the top.
bridge,widowx,Move the pot under the microwave to the right of brush
bridge,widowx,Put the red item in between the pot and the brush.
bridge,widowx,Slide blue towel to the left near the mushroom.
bridge,widowx,move the white object to the bottom left side of the table
bridge,widowx,fold the cloth from the top left to right
bridge,widowx,move the can in the bottom center of the table
bridge,widowx,Move the spatula and place on purple towel
bridge,widowx,Move the knife from back to frontside of the table.
bridge,widowx,push the orange object below the silver pot
bridge,widowx,moved the fork between the bottom right banner and the switch
bridge,widowx,put the cylinder on the blue rectangular block
bridge,widowx,put red fork in grey pot
bridge,widowx,put the silver tin on the left edge side of the burner
bridge,widowx,Put the pot on the front close of the cloth.
bridge,widowx,move the yellow cloth to the left side of the burner
bridge,widowx,move the mushroom to the top side of the blue towel
bridge,widowx,move the  silver pot right the burner
bridge,widowx,Place the spatula to the left of the pot halfway between the pot and the corner of the table.
bridge,widowx,put the silver pot on the top left side of the table
bridge,widowx,take the cloth at the top towards the center
bridge,widowx,move the blue cloth to the bottom right of the stove
bridge,widowx,take the object from the table and put it on top of the drawer
bridge,widowx,Pick up the white item and move it to the right of the pan
bridge,widowx,Place the blue cloth touching the knife.
bridge,widowx,Move the yellow spoon behind and left of the mushroom
bridge,widowx,Moved the blue spoon to the top of the right burner
bridge,widowx,Pick up the spoon and place it in the back left corner
bridge,widowx,PICK UP THE BRUSH  AND PUT ANOTHER SIDE OF THE TABLE
bridge,widowx,Take the container outside from the pot and place it on the table.
bridge,widowx,moved  the orange object to the upper left side of the table
bridge,widowx,pick up yellow toy and put it on top of the wooden drawer
bridge,widowx,put the block on top of another block
bridge,widowx,Place the blue spoon inside the pot
bridge,widowx,Place the metal bowl on the blue cloth.
bridge,widowx,take the pot and place it on the left side of the table.
bridge,widowx,moves green spatula from right side to the middle of stove
bridge,widowx,move silver pot in between the two burners
bridge,widowx,Put the bowl to the right of the towel.
bridge,widowx,put the violet cloth in the bottom right corner of the stove
bridge,widowx,Move the green cloth towards the top of the pan.
bridge,widowx,Poor quality images
bridge,widowx,Put the prawn in the pan.
bridge,widowx,move the pot in the left side of the table
bridge,widowx,take the mint green towel inside the towel container.
bridge,widowx,move the cucumber to the right side of the stove
bridge,widowx,move the blue cube to the lower right side
bridge,widowx,move the green rectangular block to the center of the table
bridge,widowx,Moved the cloth from right To Left
bridge,widowx,Place the spoon to the left of the pot on the towel
bridge,widowx,move the silver pot on the top left corner of the stove
bridge,widowx,move the green object to the upper left side of the sink
bridge,widowx,take the pan and put it above the left burner
